id,post_date,post_content,post_title,post_status,post_name,post_type,name
1,"2012-03-27 00:31:09","<div><a href=""http://angelguardian.mx/beta/wp-content/uploads/2012/03/12.jpg""><img class=""alignleft size-thumbnail wp-image-80"" title=""1"" src=""http://angelguardian.mx/beta/wp-content/uploads/2012/03/12-150x150.jpg"" alt="""" width=""150"" height=""150"" /></a>Villa de Álvarez, Colima.- Este martes (27) algunos vecinos de la colonia Jardines de Bugambilias 2 encabezados por el presidente del comité de barrio Ignacio Medina Ramírez acudieron al Ayuntamiento de Villa de Álvarez para ratificar la propiedad del predio ubicado entre las avenidas Real de Bugambilias y José Ahumada, pues alegan es una área de donación y les pertenece.</div>
<div></div>
<div>La exigencia se da a raíz de que el pasado martes (20) una persona presuntamente dueña del terreno inició trabajos de construcción de una casa habitación, lo que provocó indignación de los habitantes. Según Ignacio Medina, el individuo le mostró un permiso refrendo que data de antes del año 2009, mientras que el Diario Oficial de la Federación indica que desde 2009 el terreno es área común.</div>
<div></div>
<div>Como la construcción seguía avanzando, Medina Ramírez se dirigió a la Dirección de Obras Públicas del Ayuntamiento de Villa de Álvarez a pedir informes sobre algún permiso de construcción en ese terreno, donde se enteró que no se había emitido permiso alguno.</div>
<div></div>
<div>A decir del presidente de comité de barrio hay irregularidades puesto que los supuestos dueños del predio siguen con sus proyectos en pie con el beneplácito del municipio. Por lo que resaltó la importancia de un acuerdo entre vecinos de la colonia y el Ayuntamiento para aclarar la naturaleza del predio y poner en marcha el proyecto de hacer de ese lugar un jardín con juegos infantiles.</div>
<div></div>
<div>En mesa de negociación fueron recibidos por el secretario general del Ayuntamiento Víctor Chapa pero las negociaciones quedaron pendientes para el miércoles (28) en que el presidente municipal Enrique Monroy les dará respuesta definitiva.</div>
<em> Con información de Cintli Cárdenas</em>","Piden vecinos aclarar irregularidades sobre terreno donado",publish,piden-vecinos-aclarar-irregularidades-sobre-terreno-donado,post,"Sitios de interés"
